disease,subtype,species,population,source,external_id,occurred_at,admin_level_1,admin_level_2,admin_level_3,latitude,longitude,cases,deaths,susceptible,distance_km,relevance_score,priority
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-0yrt3,2026-05-04,Lesvos,Lesvos,,39.13208,26.012935,105.0,0.0,1500.0,1734.87,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-n1gi8,2026-05-04,Lesvos,Lesvos,,39.116185,25.974889,66.0,0.0,160.0,1733.26,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-7ltoy,2026-05-04,Lesvos,Lesvos,,39.104726,25.970262,75.0,0.0,192.0,1733.69,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-co09b,2026-05-04,Lesvos,Lesvos,,39.267464,26.074057,90.0,0.0,462.0,1730.32,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-h0ijo,2026-05-04,Lesvos,Lesvos,,39.260348,26.079796,114.0,0.0,1057.0,1731.18,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-vtkj5,2026-05-04,Lesvos,Lesvos,,39.158201,26.038825,105.0,0.0,1500.0,1734.96,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,AT-HPAI(NON-P)-2026-pja9l,2026-05-04,Wien,Wien,Wien,48.251524,16.411369,1.0,1.0,,687.13,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,AT-HPAI(NON-P)-2026-ba491,2026-05-04,Wien,Wien,Wien,48.248107,16.37967,1.0,1.0,,684.76,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-nlieo,2026-05-04,Panevezio,Panevėžio,,55.675146,24.01104,1.0,1.0,,1498.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-icd9v,2026-05-04,Panevezio,Panevėžio,,55.672508,24.052309,1.0,1.0,,1500.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-10cz2,2026-05-04,Panevezio,Panevėžio,,55.666965,24.035447,2.0,2.0,,1499.77,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-hcxdd,2026-05-04,Panevezio,Panevėžio,,55.638148,24.068333,1.0,1.0,,1499.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-70clu,2026-05-04,Panevezio,Panevėžio,,55.656731,24.125297,1.0,1.0,,1503.86,,
Rabies virus (Inf. with),RABV,Vulpes vulpes,wild,adis,RO-RABIES-2026-mji6v,2026-05-04,Botoșani,Leorda,,47.807624,26.499073,1.0,1.0,,1434.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-2heoi,2026-05-04,Sachsen,Görlitz,Reichenbach/O.L.,51.195,14.81,1.0,1.0,,713.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-jbbaq,2026-05-04,Sachsen,Görlitz,Reichenbach/O.L.,51.186,14.819,1.0,1.0,,713.86,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-uq2vn,2026-05-04,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.83,1.0,1.0,,713.36,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-l0g0f,2026-05-04,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.83,1.0,1.0,,713.36,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-huiqs,2026-05-04,Lubelskie,Biała Podlaska,Drelów,51.972577,22.922258,7600.0,367.0,7600.0,1246.82,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-ij6xe,2026-05-04,Mazowieckie,Żuromin,Lutocin,52.98286,19.745095,305480.0,50.0,305480.0,1103.86,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-dszst,2026-05-04,Brașov,Brasov,,45.584287,25.507191,1.0,1.0,,1393.38,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,CZ-ND.NON-P-2026-6lli8,2026-05-04,Zlínský,Kroměříž,,,,11.0,11.0,23.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-td06o,2026-05-04,Nordrhein-Westfalen,Olpe,Kirchhundem,51.006,8.042,1.0,1.0,,453.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-tsyjm,2026-05-04,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.06,1.0,1.0,,453.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-c2yg0,2026-05-04,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.06,1.0,1.0,,453.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-5rdju,2026-05-04,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.06,1.0,1.0,,453.88,,
A.S.F. in domestic pigs,,Swine,,adis,MD-ASF-2026-876iq,2026-05-04,Ialoveni,,,46.8501,28.78761,2.0,2.0,2.0,1616.4,,
Enzootic bovine leukosis,,,,adis,PL-EBL-2026-ofs62,2026-05-05,Świętokrzyskie,Kielce,Łagów,,,1.0,,74.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-wydjn,2026-05-05,Toscana,Lucca,San Romano In Garfagnana,44.161408,10.357622,1.0,1.0,,383.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ar7kz,2026-05-05,Świętokrzyskie,Opatów,Ożarów,50.899439,21.801804,1.0,1.0,,1134.69,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-awfbs,2026-05-05,Świętokrzyskie,Opatów,Ożarów,50.932574,21.787695,1.0,1.0,,1134.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-q63a4,2026-05-05,Świętokrzyskie,Ostrowiec,Bałtów,51.009578,21.623453,1.0,1.0,,1126.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-rwo5i,2026-05-05,Świętokrzyskie,Ostrowiec,Bałtów,51.019009,21.556472,3.0,3.0,,1122.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-h5mv8,2026-05-05,Lubelskie,Tomaszów Lubelski,Tyszowce,50.619616,23.747351,2.0,2.0,,1258.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-4qcc0,2026-05-05,Łódzkie,Piotrków,Rozprza,51.293709,19.746393,1.0,1.0,,1015.34,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-aukbe,2026-05-05,Pest,Szob,,48.010555,18.975768,1.0,1.0,,873.55,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-5ypk9,2026-05-05,Komárom-Esztergom,Dorog,,47.641049,18.674027,1.0,1.0,,849.41,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-xici0,2026-05-05,Podkarpackie,Rzeszów,Tyczyn,49.980827,22.110798,1.0,1.0,,1130.37,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-r1ahi,2026-05-05,Podkarpackie,Rzeszów,Hyżne,49.932536,22.16523,1.0,1.0,,1133.11,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-jtuyz,2026-05-05,Podkarpackie,Łańcut,Łańcut (rural),49.994051,22.220496,1.0,1.0,,1138.35,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-lof6u,2026-05-05,Mazowieckie,Radom,Iłża,51.190719,21.278719,1.0,1.0,,1110.26,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-li2ve,2026-05-05,Warmińsko-Mazurskie,Ostróda,Małdyty,53.947738,19.728804,1.0,1.0,,1164.14,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ftv4t,2026-05-05,Pomorskie,Lębork,Wicko,54.680946,17.730666,2.0,2.0,,1120.77,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-4c412,2026-05-05,Pomorskie,Lębork,Nowa Wieś Lęborska,54.618567,17.736682,1.0,1.0,,1116.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-xi9c9,2026-05-05,Pomorskie,Gdynia,Gdynia,54.576644,18.565906,1.0,1.0,,1151.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-iemop,2026-05-05,Pomorskie,Gdynia,Gdynia,54.576478,18.497903,1.0,1.0,,1147.87,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-mm2nb,2026-05-05,Pomorskie,Gdynia,Gdynia,54.560147,18.475671,1.0,1.0,,1145.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-jbvbi,2026-05-05,Zachodniopomorskie,Gryfice,Gryfice,54.003021,15.248809,2.0,2.0,,958.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-kaxkf,2026-05-05,Zachodniopomorskie,Gryfice,Płoty,53.865793,15.278501,3.0,3.0,,947.31,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Cattle,,adis,IT-MTBC-2026-b80gy,2026-05-05,Piemonte,Cuneo,Moretta,,,1.0,,36.0,,,
A.S.F. in domestic pigs,,Swine,,adis,SK-ASF-2026-5za3r,2026-05-05,Banskobystrický,Žiar nad Hronom,,,,86.0,46.0,805.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,EE-ASF-2026-j8ncq,2026-05-05,Harju,Nissi,Mustu,59.12065,24.392383,1.0,,,1754.83,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-d672j,2026-05-05,Wielkopolskie,Ostrów Wielkopolski,Raszków,51.691332,17.72219,6464.0,20.0,6464.0,911.24,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-5kn97,2026-05-05,Wielkopolskie,Ostrów Wielkopolski,Ostrów Wielkopolski (rural),51.728539,17.850735,14921.0,230.0,14921.0,920.95,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-enryl,2026-05-05,Wielkopolskie,Ostrów Wielkopolski,Ostrów Wielkopolski (rural),51.727952,17.772765,41237.0,65.0,41237.0,916.33,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-9vykn,2026-05-05,Mazowieckie,Sierpc,Gozdowo,52.724397,19.740338,295145.0,500.0,295145.0,1088.42,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-7rqap,2026-05-05,Śląskie,Cieszyn,Hażlach,,,131.0,24.0,131.0,,,
A.S.F. in domestic pigs,,Swine,,adis,RO-ASF-2026-ljxlh,2026-05-05,Satu Mare,Turt,,47.995533,23.206664,11.0,1.0,11.0,1188.12,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-r8o3u,2026-05-05,Lubelskie,Biała Podlaska,Międzyrzec Podlaski (rural),52.00619,22.740475,18146.0,854.0,18146.0,1236.5,,
Sheep pox and goat pox,,Sheep,,adis,GR-CAPRIPOX-2026-xl407,2026-05-05,Ilia,Pyrgos,,37.634291,21.514755,,,,1548.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-y4dza,2026-05-05,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.82,1.0,1.0,,712.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-oandm,2026-05-05,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.82,1.0,1.0,,712.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-rwbh7,2026-05-05,Sachsen,Görlitz,Reichenbach/O.L.,51.17,14.82,1.0,1.0,,712.81,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-5qgc4,2026-05-05,Utenos,Anykščių,,55.599188,24.749365,1.0,1.0,,1533.53,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-p5hyy,2026-05-05,Utenos,Anykščių,,55.560158,24.668006,4.0,4.0,,1526.9,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-xl7b6,2026-05-05,Bacău,Racaciuni,,46.34523,26.856898,1.0,,,1479.35,,
Rabies virus (Inf. with),RABV,Dogs,,adis,MD-RABIES-2026-j5a88,2026-05-05,Hîncesti,,,46.875601,28.636734,1.0,1.0,,1604.64,,
Rabies virus (Inf. with),RABV,Vulpes vulpes,wild,adis,MD-RABIES-2026-lslha,2026-05-05,Hîncesti,,,46.754602,28.520597,1.0,1.0,,1597.83,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Buffaloes,,adis,HU-MTBC-2026-6wf6f,2026-05-05,Somogy,Kaposvár,,,,1.0,,3.0,,,
HPAI(NON-P) in Wild Birds,H5N1,Anserinae (unidentified),wild,adis,NO-HPAI(NON-P)-2026-v9jar,2026-05-05,Nordland,Fauske,,67.26209,15.39597,1.0,1.0,,2304.9,,
HPAI(NON-P) in Wild Birds,H5N1,Anser brachyrhynchus,wild,adis,NO-HPAI(NON-P)-2026-gkzi5,2026-05-05,Trøndelag,Levanger,,63.80917,11.20193,3.0,3.0,,1889.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-dgvih,2026-05-05,Nordrhein-Westfalen,Siegen-Wittgenstein,Kreuztal,51.005,7.997,1.0,0.0,,452.89,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-z8z6z,2026-05-05,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,50.99,8.042,1.0,1.0,,451.54,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ktjkp,2026-05-05,Nordrhein-Westfalen,Siegen-Wittgenstein,Kreuztal,51.005,7.99,1.0,0.0,,452.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ywzmi,2026-05-05,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.015,8.08,1.0,1.0,,454.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-p4soo,2026-05-05,Nordrhein-Westfalen,Olpe,Kirchhundem,51.015,8.07,1.0,1.0,,454.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-buks5,2026-05-05,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.009,8.12,1.0,1.0,,454.22,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,ES-ASF-2026-gxl27,2026-05-06,Cataluña,BARCELONA,BAIX LLOBREGAT (SANT BOI),41.382011,2.108109,14.0,14.0,,750.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-mqi1i,2026-05-06,Podkarpackie,Łańcut,Łańcut (rural),49.996804,22.23759,1.0,1.0,,1139.61,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-5saim,2026-05-06,Liguria,Genova,Genova,44.401883,8.975519,1.0,1.0,,306.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-066i8,2026-05-06,Liguria,Genova,Genova,44.431024,8.982435,1.0,1.0,,304.2,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-d0mx3,2026-05-06,Liguria,Savona,Piana Crixia,44.507311,8.261577,1.0,1.0,,278.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-u0wd1,2026-05-06,Kujawsko-Pomorskie,Bydgoszcz,Dąbrowa Chełmińska,53.154724,18.258888,1.0,1.0,,1033.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-76vzg,2026-05-06,Kujawsko-Pomorskie,Bydgoszcz,Dąbrowa Chełmińska,53.173926,18.243948,4.0,4.0,,1033.99,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-e8sfc,2026-05-06,Kujawsko-Pomorskie,Wąbrzeźno,Płużnica,53.303609,18.809859,3.0,3.0,,1072.71,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ojrlq,2026-05-06,Lubelskie,Lublin,Jastków,51.278166,22.413863,1.0,1.0,,1188.19,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-jylnj,2026-05-06,Lubelskie,Lublin,Jabłonna,51.091261,22.736698,1.0,1.0,,1203.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-ntart,2026-05-06,Łódzkie,Piotrków,Rozprza,51.263901,19.744183,2.0,2.0,,1013.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-xlk6k,2026-05-06,Zachodniopomorskie,Stargard,Ińsko,53.405684,15.474738,1.0,1.0,,916.64,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-wkocz,2026-05-06,Zachodniopomorskie,Kołobrzeg,Siemyśl,53.996147,15.534455,1.0,,,969.13,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-nmntg,2026-05-06,Zachodniopomorskie,Stargard,Dobrzany,53.335041,15.338091,1.0,,,904.75,,
Lumpy skin disease virus (Inf. with),,Cattle,,adis,IT-LSD-2026-w66my,2026-05-06,Sardegna,Sud Sardegna,San Vito,39.517519,9.586039,5.0,1.0,27.0,844.11,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-okery,2026-05-06,Baranya,Siklós,,45.797643,18.146713,1.0,1.0,,830.09,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-7jkhz,2026-05-06,Fejér,Bicske,,47.548776,18.551481,1.0,,,840.09,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-62bvl,2026-05-06,Komárom-Esztergom,Dorog,,47.650415,18.658792,1.0,,,848.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-xnryn,2026-05-06,Komárom-Esztergom,Esztergom,,47.711264,18.576836,1.0,,,842.32,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-0n1g9,2026-05-06,Komárom-Esztergom,Tata,,47.601514,18.456949,1.0,,,833.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-xv78e,2026-05-06,Komárom-Esztergom,Tata,,47.586629,18.450756,1.0,1.0,,832.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-r3l0q,2026-05-06,Komárom-Esztergom,Tatabánya,,47.597737,18.381259,1.0,1.0,,827.39,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-ngs1v,2026-05-06,Komárom-Esztergom,Esztergom,,47.748454,18.442171,1.0,,,832.39,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-og3y5,2026-05-06,Komárom-Esztergom,Tatabánya,,47.593522,18.419404,1.0,,,830.24,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-lqqnb,2026-05-06,Komárom-Esztergom,Tatabánya,,47.579038,18.432406,1.0,,,831.19,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-sbfvd,2026-05-06,Pest,Vác,,47.850389,19.027491,1.0,1.0,,876.51,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-r3hqv,2026-05-06,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.053,1.0,1.0,,456.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-y1ico,2026-05-06,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.09,1.0,0.0,,456.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-zseiz,2026-05-06,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.109,8.36,1.0,0.0,,467.43,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-c74d9,2026-05-06,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.090825,8.37126,1.0,0.0,,465.55,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-boyts,2026-05-06,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.109,8.367,1.0,0.0,,467.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-kggzm,2026-05-06,Nordrhein-Westfalen,Hochsauerlandkreis,Schmallenberg,51.109,8.36,1.0,1.0,,467.43,,
Rabies virus (Inf. with),RABV,Goats,,adis,RO-RABIES-2026-ccpsk,2026-05-06,Vaslui,Stanilesti,,46.695441,28.181277,,,2.0,1573.23,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,PL-ND-2026-b2q58,2026-05-06,Kujawsko-Pomorskie,Sępólno,Sośno,53.387398,17.64436,35283.0,4276.0,35283.0,1018.04,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-hwria,2026-05-06,Zachodniopomorskie,Gryfino,Gryfino,,,110.0,50.0,110.0,,,
Newcastle disease virus in non-poultry for AHL,,Birds,,adis,PL-ND.NON-P-2026-d9b6v,2026-05-06,Zachodniopomorskie,Kołobrzeg,Dygowo,,,63.0,14.0,63.0,,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-gvl5e,2026-05-06,Mazowieckie,Płock,Bielsk,52.606432,19.790302,6400.0,0.0,6400.0,1084.57,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-ka286,2026-05-06,Mazowieckie,Płock,Stara Biała,52.643498,19.710281,58695.0,10.0,58695.0,1082.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-jdfal,2026-05-06,Panevezio,Panevėžio,,55.803605,24.160286,1.0,1.0,,1514.66,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-m3juf,2026-05-06,Panevezio,Panevėžio,,55.801906,24.176803,1.0,1.0,,1515.42,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-hg36b,2026-05-06,Panevezio,Panevėžio,,55.815555,24.166864,1.0,1.0,,1515.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-gyy38,2026-05-06,Panevezio,Panevėžio,,55.78464,24.170887,1.0,1.0,,1514.05,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-f22z8,2026-05-06,Panevezio,Panevėžio,,55.804401,24.149928,1.0,1.0,,1514.17,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-i0jyc,2026-05-06,Panevezio,Panevėžio,,55.780674,24.171405,1.0,1.0,,1513.83,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-k1181,2026-05-06,Panevezio,Panevėžio,,55.779331,24.157563,2.0,2.0,,1513.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-z18lg,2026-05-06,Panevezio,Panevėžio,,55.798222,24.162616,8.0,8.0,,1514.45,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-2jq2i,2026-05-06,Panevezio,Panevėžio,,55.777676,24.157929,3.0,3.0,,1512.95,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-8lco0,2026-05-06,Panevezio,Panevėžio,,55.796762,24.168365,1.0,1.0,,1514.66,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-5baad,2026-05-06,Panevezio,Panevėžio,,55.774411,24.189179,1.0,1.0,,1514.38,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-yfxrf,2026-05-06,Panevezio,Panevėžio,,55.771429,24.161232,1.0,1.0,,1512.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-uyi5z,2026-05-06,Panevezio,Panevėžio,,55.780146,24.162911,1.0,1.0,,1513.36,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-af2js,2026-05-06,Panevezio,Panevėžio,,55.786675,24.150596,1.0,1.0,,1513.12,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-flcku,2026-05-06,Panevezio,Panevėžio,,55.763473,24.157032,1.0,1.0,,1512.03,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-jugv6,2026-05-06,Panevezio,Panevėžio,,55.776721,24.13995,1.0,1.0,,1511.95,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-oq3jf,2026-05-06,Panevezio,Panevėžio,,55.780964,24.160722,1.0,1.0,,1513.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-l6yr3,2026-05-06,Panevezio,Panevėžio,,55.768413,24.166965,1.0,1.0,,1512.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,RO-ASF-2026-oljd4,2026-05-06,Cluj,Cojocna,,46.694636,23.778241,1.0,1.0,,1240.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-6hlm2,2026-05-06,Panevezio,Panevėžio,,55.791766,24.164567,2.0,2.0,,1514.16,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-zr8c6,2026-05-06,Panevezio,Panevėžio,,55.796466,24.15347,1.0,1.0,,1513.87,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-y3pa1,2026-05-06,Panevezio,Panevėžio,,55.763216,24.165896,25.0,25.0,,1512.48,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ot2bp,2026-05-06,Panevezio,Panevėžio,,55.622388,24.166198,1.0,1.0,,1503.93,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ozqbs,2026-05-06,Panevezio,Panevėžio,,55.673554,24.133116,1.0,1.0,,1505.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-fxv2h,2026-05-06,Panevezio,Panevėžio,,55.660648,24.141089,1.0,1.0,,1504.93,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-fau9h,2026-05-06,Lesvos,Lesvos,,39.08806,26.055005,109.0,0.0,1950.0,1740.69,,
Rabies virus (Inf. with),RABV,Dogs,,adis,RO-RABIES-2026-j85ym,2026-05-06,Maramureș,Farcasa,,47.626446,23.392119,1.0,1.0,,1202.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-2os1m,2026-05-06,Saldus,Blīdenes pagasts,,56.637353,22.702226,1.0,0.0,,1497.39,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-197fr,2026-05-06,Dobeles,Bikstu pagasts,,56.704745,22.867005,1.0,0.0,,1509.93,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-pes90,2026-05-06,Tukuma,Pūres pagasts,,57.082838,22.955314,1.0,0.0,,1540.99,,
